user_id,age,gender,location,registration_date,last_login_date,subscription_type,subscription_start_date,subscription_end_date,payment_amount,payment_date,engagement_score,activity_level,device_type,app_version,purchase_category,purchase_amount,purchase_date,revenue_source,referrer
325,29,Male,Room 882,6/5/2021,5/19/2021,basic,4/21/2020,10/23/2020,16.31,4/7/2021,96,high,Samsung,5.5,healthy snacks,164.89,3/14/2020,subscription fees,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20120101 Firefox/29.0
326,51,Female,18th Floor,4/4/2020,2/8/2020,premium,3/6/2020,7/27/2021,460.09,9/21/2020,74,medium,Honor,5.24,healthy snacks,463.68,7/27/2020,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.702.0 Chrome/12.0.702.0 Safari/534.24"
327,61,Male,Suite 71,9/7/2020,7/12/2021,premium,10/12/2020,1/6/2021,868.45,5/20/2020,68,low,Panasonic,5.0.9,fitness equipment,54.22,2/26/2021,ads,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.120 Safari/535.2"
328,19,Male,PO Box 48523,9/12/2021,5/5/2020,basic,8/22/2020,2/10/2021,907.33,7/20/2021,83,high,Samsung,2.63,fitness equipment,459.53,2/11/2021,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; es-es) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
329,100,Female,PO Box 12095,12/14/2021,9/6/2020,basic,4/5/2020,7/28/2020,576.36,4/21/2021,31,high,Samsung,0.8.6,supplements,416.48,5/25/2020,subscription fees,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20120403211507 Firefox/14.0.1
330,60,Female,Suite 99,8/25/2021,3/22/2021,pro,11/12/2021,4/14/2020,450.69,4/12/2021,33,low,Samsung,0.47,fitness equipment,460.33,6/21/2021,ads,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11"
331,91,Genderqueer,PO Box 6360,9/12/2021,10/13/2021,pro,8/29/2021,10/19/2020,93.34,10/22/2021,79,high,alcatel,6.92,healthy snacks,90.61,9/11/2021,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
332,38,Female,Room 1641,6/17/2021,9/25/2020,premium,10/7/2020,11/13/2021,189.72,9/14/2020,13,medium,Yezz,0.2.6,fitness equipment,257.05,2/3/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/20.0.1092.0 Safari/536.6"
333,68,Female,4th Floor,10/6/2021,1/16/2021,premium,5/24/2020,12/5/2021,220.4,7/14/2020,53,low,Huawei,5.4,healthy snacks,185.69,1/30/2021,subscription fees,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; fr-ch) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
334,75,Male,PO Box 55518,3/29/2020,11/5/2020,premium,5/28/2020,11/2/2021,476.02,2/7/2021,68,low,Philips,3.4,fitness equipment,66.29,9/18/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.4; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2225.0 Safari/537.36"
335,84,Male,PO Box 76648,10/1/2021,8/16/2020,premium,5/13/2020,9/22/2020,630.07,7/26/2020,60,high,ZTE,6.5.3,healthy snacks,179.23,3/4/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1"
336,18,Male,Room 798,9/4/2021,11/11/2020,basic,1/7/2021,6/27/2021,291.28,2/24/2021,12,medium,Huawei,8.1,healthy snacks,34.44,12/19/2020,subscription fees,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
337,98,Male,Room 800,1/15/2020,5/8/2020,pro,4/3/2021,5/2/2021,449.78,3/7/2021,86,low,QMobile,0.4.2,fitness equipment,366.31,8/18/2020,in-app purchases,Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/536.5 (KHTML like Gecko) Chrome/19.0.1084.56 Safari/1EA69
338,92,Genderqueer,Suite 30,1/27/2020,9/24/2021,premium,12/7/2020,9/18/2021,538.86,6/20/2020,89,high,i-mate,4.9.4,supplements,8.3,12/29/2021,subscription fees,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; it-it) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
339,65,Genderfluid,Room 727,6/8/2021,12/14/2020,premium,5/2/2020,11/9/2021,760.9,12/16/2020,86,low,Celkon,0.3.7,healthy snacks,21.01,6/25/2021,subscription fees,Mozilla/5.0 (Windows NT 6.1; rv:27.3) Gecko/20130101 Firefox/27.3
340,57,Female,PO Box 14091,3/17/2021,1/30/2020,premium,7/26/2020,8/10/2021,404.22,4/29/2020,14,medium,Samsung,9.51,fitness equipment,96.2,5/29/2021,in-app purchases,"Mozilla/5.0 (X11; CrOS i686 0.13.587) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.14 Safari/535.1"
341,39,Male,Suite 52,1/4/2021,8/9/2021,pro,4/2/2021,8/1/2020,283.92,7/15/2020,60,low,Allview,3.6.2,supplements,90.88,10/13/2020,subscription fees,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
342,55,Female,4th Floor,8/7/2021,1/31/2020,premium,4/1/2021,6/5/2021,623.08,3/23/2021,22,low,Philips,6.3,healthy snacks,396.41,6/27/2021,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
343,43,Male,7th Floor,11/10/2021,11/23/2021,premium,1/13/2020,8/25/2020,407.51,3/26/2020,66,low,ZTE,5.2.1,fitness equipment,117.77,12/6/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
344,20,Female,Room 148,9/26/2021,10/2/2021,pro,2/27/2021,12/3/2020,944.68,7/14/2020,3,low,Samsung,9.26,healthy snacks,274.74,2/6/2020,subscription fees,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0) Gecko/20100101 Firefox/9.0
345,87,Male,PO Box 63607,7/21/2021,1/1/2020,pro,8/31/2020,2/6/2021,272.71,10/19/2021,63,low,Micromax,6.4.4,supplements,450.31,11/1/2021,ads,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
346,93,Male,PO Box 25557,7/6/2020,6/1/2020,pro,11/27/2020,1/19/2020,804.07,8/2/2020,24,high,Samsung,5.1.9,healthy snacks,359.7,5/22/2021,ads,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1667.0 Safari/537.36"
347,81,Male,Apt 837,7/6/2020,10/13/2021,basic,3/11/2020,4/29/2020,200.7,7/11/2020,63,medium,Sony,9.1.8,healthy snacks,29.26,11/3/2020,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.32 Safari/535.1"
348,62,Male,Suite 97,4/18/2021,9/8/2020,pro,10/21/2020,2/16/2021,495.23,1/12/2021,99,high,BenQ,6.7,healthy snacks,254.72,4/19/2020,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.6 Safari/537.11"
349,21,Male,Suite 73,8/30/2021,3/1/2020,pro,10/28/2021,10/5/2021,554.28,5/24/2021,26,medium,Celkon,8.7,fitness equipment,462.73,7/31/2021,ads,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4"
350,86,Male,Apt 420,12/26/2021,6/3/2020,basic,5/31/2021,3/25/2020,990.77,1/11/2021,76,medium,vivo,6.4,supplements,426.79,11/14/2020,ads,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-tw) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
351,71,Female,Suite 45,1/16/2021,1/2/2021,premium,7/11/2021,9/4/2020,389.01,4/11/2020,60,medium,BLU,8.2,healthy snacks,1.03,7/25/2021,in-app purchases,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
352,29,Male,Apt 711,3/22/2020,8/15/2021,premium,8/19/2021,2/12/2021,654.24,8/30/2021,19,medium,Xiaomi,7.9,healthy snacks,420.26,5/29/2021,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.23 (KHTML, like Gecko) Chrome/11.0.686.3 Safari/534.23"
353,94,Genderfluid,Suite 17,7/28/2020,10/12/2021,premium,4/16/2021,1/13/2021,576.77,4/17/2021,62,low,Micromax,8.47,healthy snacks,45.45,8/28/2020,ads,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.699.0 Safari/534.24"
354,27,Female,Suite 53,12/26/2021,6/15/2020,pro,4/8/2020,2/27/2021,33.82,5/18/2021,87,medium,QMobile,0.5.2,supplements,112.52,2/1/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2225.0 Safari/537.36"
355,53,Male,Apt 832,9/28/2021,2/5/2021,basic,2/14/2020,1/3/2020,477.15,2/1/2020,88,low,Samsung,2.48,healthy snacks,409.69,7/5/2021,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.0; hu-HU) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
356,51,Male,Suite 38,4/15/2021,12/16/2021,pro,8/11/2021,9/5/2021,117.22,2/23/2020,18,medium,Huawei,0.3,supplements,209.22,1/17/2020,subscription fees,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2_1 like Mac OS X; he-il) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
357,74,Female,Room 1367,10/9/2020,9/6/2021,basic,6/18/2021,5/19/2020,466.6,2/26/2021,68,high,Motorola,0.3.4,healthy snacks,126.7,1/25/2021,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/13.0.782.41 Chrome/13.0.782.41 Safari/535.1"
358,56,Male,PO Box 8968,3/13/2020,5/25/2021,pro,7/23/2020,6/10/2020,938.51,5/5/2020,17,high,Samsung,4.95,healthy snacks,52.56,1/3/2020,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.1; es-ES) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7"
359,63,Male,Suite 66,4/21/2021,7/2/2021,basic,10/6/2021,10/24/2021,937.33,5/5/2020,69,high,Siemens,1.7.5,supplements,181.77,12/29/2020,in-app purchases,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20120405 Firefox/14.0a1
360,47,Female,Room 486,2/11/2021,11/30/2020,pro,12/4/2021,7/21/2021,772.98,6/21/2020,17,high,ZTE,0.8.7,supplements,384.02,7/10/2020,subscription fees,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.694.0 Safari/534.24"
361,44,Female,Suite 67,7/1/2020,7/14/2020,basic,2/27/2020,5/15/2020,606.97,9/15/2021,71,high,Motorola,0.17,healthy snacks,99.06,4/5/2021,ads,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; nb-no) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
362,87,Female,19th Floor,8/27/2021,5/1/2020,basic,6/18/2021,1/12/2020,740.26,9/4/2021,44,low,Celkon,0.7.6,healthy snacks,363.87,6/27/2021,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; en-us) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2"
363,59,Male,PO Box 71559,7/15/2020,8/7/2020,premium,10/26/2021,1/9/2021,540.76,3/26/2021,37,high,Philips,4.3,supplements,292.65,3/14/2020,in-app purchases,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; ru-ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
364,96,Male,PO Box 37687,2/12/2021,2/16/2020,basic,10/25/2020,6/23/2020,710.18,7/25/2020,33,low,alcatel,0.8.5,supplements,99.94,10/7/2021,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 5.0; en-en) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16"
365,73,Bigender,Room 1400,10/24/2020,10/21/2021,pro,7/20/2020,5/17/2021,717.41,12/21/2020,31,high,Allview,7.14,supplements,475.63,7/4/2020,ads,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.90 Safari/537.36"
366,32,Female,Room 455,2/4/2021,5/13/2021,pro,8/10/2021,12/11/2020,207.26,4/28/2021,49,low,Philips,5.0.3,fitness equipment,184.02,9/8/2021,ads,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.811.0 Safari/535.1"
367,25,Female,Apt 788,8/7/2021,2/2/2020,basic,7/5/2021,10/11/2021,577.9,6/9/2020,44,medium,LG,5.6,healthy snacks,118.26,7/22/2020,ads,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.04 Chromium/15.0.871.0 Chrome/15.0.871.0 Safari/535.2"
368,57,Genderqueer,Room 1843,1/7/2021,6/22/2020,pro,8/3/2020,6/6/2020,21.95,5/30/2020,37,medium,Motorola,1.0.8,supplements,87.84,6/22/2021,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
369,56,Female,12th Floor,1/7/2021,2/6/2021,basic,1/16/2020,12/10/2020,155.26,3/25/2021,63,low,Lenovo,0.72,fitness equipment,404.02,4/10/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.120 Safari/535.2"
370,99,Female,Room 1336,3/12/2021,1/29/2020,premium,4/23/2021,12/28/2020,294.08,7/23/2021,97,low,Huawei,5.0.2,supplements,327.67,3/9/2020,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.04 Chromium/14.0.813.0 Chrome/14.0.813.0 Safari/535.1"
371,93,Female,Room 10,10/13/2020,12/20/2021,pro,7/31/2020,12/27/2020,394.32,6/26/2020,33,low,alcatel,0.4.7,healthy snacks,357.4,9/23/2021,in-app purchases,"Mozilla/5.0 (Windows 8) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
372,26,Female,16th Floor,9/4/2020,5/7/2020,premium,8/4/2020,1/6/2021,123.94,5/8/2021,30,medium,Sony,9.47,healthy snacks,81.69,8/20/2020,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 6.0; tr-TR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
373,31,Polygender,Suite 100,12/8/2021,2/26/2021,basic,12/8/2021,11/6/2021,264.23,8/18/2021,5,low,O2,4.9.3,healthy snacks,139.14,5/24/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.0) yi; AppleWebKit/345667.12221 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/453667.1221"
374,20,Female,10th Floor,7/2/2020,11/14/2021,pro,1/8/2020,8/31/2020,839.74,7/8/2020,77,medium,Infinix,9.86,healthy snacks,14.53,6/14/2020,ads,"Mozilla/5.0 (Windows; U; Windows NT 5.0; en-en) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16"
375,25,Male,Suite 1,8/10/2020,2/22/2021,basic,11/13/2020,5/8/2021,882.51,3/31/2020,64,low,Nokia,0.93,fitness equipment,69.46,11/1/2020,ads,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/537.11"
376,84,Female,12th Floor,5/13/2021,10/11/2020,premium,4/18/2021,12/11/2021,549.04,9/17/2021,81,high,BLU,0.4,healthy snacks,89.78,1/27/2021,subscription fees,Mozilla/5.0 (X11; Linux i586; rv:31.0) Gecko/20100101 Firefox/31.0
377,82,Male,Room 326,10/4/2020,3/17/2021,premium,1/24/2021,3/15/2021,521.2,1/25/2020,28,high,HTC,0.62,supplements,233.32,12/6/2021,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1"
378,63,Genderqueer,6th Floor,7/21/2021,10/27/2020,premium,3/22/2020,11/18/2020,962.69,11/1/2021,86,medium,Huawei,0.24,fitness equipment,46.17,7/16/2020,in-app purchases,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
379,19,Female,Suite 49,5/6/2020,8/27/2020,basic,7/6/2020,10/7/2021,501.48,11/25/2020,65,low,Motorola,7.13,healthy snacks,185.62,4/11/2020,subscription fees,Mozilla/5.0 (Windows NT 6.1; rv:27.3) Gecko/20130101 Firefox/27.3
380,59,Male,PO Box 40278,6/18/2020,4/9/2021,premium,10/19/2020,2/11/2021,743.3,5/5/2021,19,high,HTC,2.8,fitness equipment,315.73,2/19/2021,subscription fees,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
381,85,Bigender,Room 893,6/2/2020,12/6/2021,basic,1/23/2021,5/10/2020,101.44,5/9/2021,13,high,Acer,1.55,supplements,423,3/3/2021,subscription fees,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/22.0
382,100,Male,Room 105,2/11/2021,10/6/2021,pro,5/14/2021,1/27/2021,295.89,12/12/2020,32,medium,Vertu,3.5.6,fitness equipment,495.28,12/10/2020,ads,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; fr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
383,60,Male,13th Floor,6/28/2021,4/9/2020,basic,6/16/2021,3/4/2020,998.94,4/25/2020,6,high,Samsung,0.7.3,fitness equipment,136.45,5/11/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.669.0 Safari/534.20"
384,61,Male,Suite 18,10/31/2021,5/15/2021,pro,2/28/2021,12/23/2021,690.31,10/13/2020,60,high,HTC,7.8,fitness equipment,98.12,8/19/2021,ads,Mozilla/6.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4
385,89,Male,11th Floor,3/28/2021,2/9/2021,basic,6/6/2020,6/7/2020,686.34,4/23/2020,25,high,Meizu,5.3,healthy snacks,323.93,2/12/2020,ads,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.45 Safari/535.19"
386,30,Male,Apt 1834,10/14/2021,7/20/2020,pro,12/11/2021,3/1/2020,736.96,6/15/2021,91,low,Ulefone,2.5.0,supplements,47.52,11/28/2020,subscription fees,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:24.0) Gecko/20100101 Firefox/24.0
387,88,Male,Apt 1796,12/6/2021,3/10/2021,pro,11/26/2021,10/5/2021,694.84,12/26/2021,35,low,QMobile,6.05,fitness equipment,16.37,9/11/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.1; fr-FR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
388,41,Male,Room 1541,3/4/2020,2/21/2021,premium,2/28/2020,12/10/2020,500.28,5/14/2021,93,high,Lenovo,7.19,fitness equipment,310.42,3/14/2020,subscription fees,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.77 Safari/535.7ad-imcjapan-syosyaman-xkgi3lqg03!wgz"
389,50,Female,Room 1315,12/9/2020,6/4/2020,basic,5/5/2021,4/10/2021,124.3,1/21/2020,67,low,LG,3.0.4,fitness equipment,434.29,10/2/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_0) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
390,67,Male,Room 1976,7/22/2020,7/19/2020,basic,1/19/2020,2/20/2020,439.29,9/25/2020,13,low,T-Mobile,6.4.1,fitness equipment,204.48,3/18/2021,ads,"Mozilla/5.0 (X11; U; Linux armv7l; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
391,27,Male,20th Floor,11/10/2021,8/13/2021,premium,2/7/2020,9/27/2021,659.82,12/23/2020,16,low,HTC,0.6.7,healthy snacks,392.9,5/11/2020,ads,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"
392,96,Female,PO Box 51707,2/20/2021,10/12/2020,basic,8/17/2020,11/3/2020,385.09,1/16/2021,85,low,LG,2.5.6,supplements,46.96,1/13/2021,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1"
393,37,Male,Room 1278,10/14/2020,9/17/2021,premium,5/3/2021,6/21/2021,196.86,12/21/2020,62,low,Unnecto,9.7,supplements,433.23,7/29/2020,in-app purchases,Mozilla/5.0 (X11; OpenBSD amd64; rv:28.0) Gecko/20100101 Firefox/28.0
394,99,Male,Room 1341,8/13/2021,8/14/2020,basic,9/17/2021,1/17/2020,292.24,10/2/2020,100,medium,Nokia,5.5.9,fitness equipment,280.39,5/16/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.669.0 Safari/534.20"
395,25,Male,Room 972,1/9/2021,7/9/2021,basic,7/11/2020,4/26/2021,156.92,4/25/2020,86,high,Philips,0.17,fitness equipment,74.69,5/1/2021,subscription fees,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:15.0) Gecko/20120910144328 Firefox/15.0.2
396,37,Female,Room 1955,2/2/2021,3/9/2021,premium,9/21/2021,5/18/2021,316.5,7/4/2021,37,low,Samsung,3.1.5,supplements,97.81,8/6/2021,ads,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0
397,74,Female,Apt 335,8/5/2020,3/6/2020,basic,7/7/2020,8/2/2020,353.62,8/25/2020,65,low,Kyocera,9.7,supplements,490.99,10/18/2020,ads,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
398,45,Female,Suite 1,10/12/2021,7/19/2020,basic,10/5/2021,7/29/2020,476.82,11/7/2021,14,low,Micromax,4,healthy snacks,349.24,10/26/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.10913 Safari/535.1"
399,84,Male,PO Box 4794,4/8/2020,11/23/2021,premium,2/24/2021,11/10/2021,305.27,3/6/2021,5,medium,Sharp,0.2.1,healthy snacks,344.3,12/18/2020,in-app purchases,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5"
400,85,Male,PO Box 54126,9/28/2020,11/5/2021,basic,12/16/2021,12/15/2020,561.37,3/15/2020,71,low,Sony,0.41,healthy snacks,68.23,10/20/2020,ads,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko Firefox/11.0
401,84,Female,Room 785,6/1/2020,12/23/2021,pro,11/10/2021,5/30/2020,372.61,2/11/2020,89,medium,Sewon,9.5.0,healthy snacks,485.16,7/29/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.90 Safari/537.36"
402,84,Female,Suite 30,3/4/2021,8/6/2021,pro,5/29/2020,4/28/2021,407.29,11/13/2021,98,high,Plum,0.45,fitness equipment,295.35,10/15/2021,in-app purchases,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1"
403,93,Male,Apt 1771,2/15/2021,2/7/2020,pro,4/11/2021,10/24/2021,862.65,11/1/2020,83,medium,Motorola,0.1.4,supplements,203.82,7/9/2020,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/11.0.661.0 Safari/534.18"
404,31,Female,Apt 732,6/21/2021,3/2/2021,premium,6/28/2021,11/22/2020,539.44,1/30/2021,94,medium,verykool,2.14,supplements,445.03,12/8/2020,in-app purchases,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; tr) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2"
405,20,Female,Suite 20,7/24/2021,1/14/2020,premium,9/21/2021,4/2/2021,933.23,7/22/2021,52,high,Xiaomi,5.56,healthy snacks,372.69,4/7/2020,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.6 Safari/537.11"
406,39,Male,Suite 74,12/29/2021,9/26/2020,basic,11/21/2020,11/10/2020,148.85,7/20/2020,29,low,Sony,3.19,fitness equipment,295.53,12/18/2020,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
407,26,Male,Suite 66,1/11/2020,1/5/2021,basic,1/24/2020,4/22/2021,143.81,6/22/2021,76,low,alcatel,9.7.0,supplements,81.91,12/25/2020,ads,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/21.0.1
